dish_name,calories,protein,carbohydrates,fats,dietary_fiber,sugars,sodium,calcium,iron,vitamin_c,folate
Subway Footlong Chicken Pizziola Melt,920,64,98,32,12,18,2280,90,0.0,60,0.0
"Subway 6"" Cold Cut Combo",370,18,46,13,5,7,1140,35,0.0,20,0.0
Subway Footlong Cold Cut Combo,740,36,92,26,10,14,2280,70,0.0,40,0.0
"Subway 6"" Corned Beef Reuben",470,39,45,15,7,12,1770,20,0.0,35,0.0
Subway Footlong Corned Beef Reuben,940,78,90,30,14,24,3540,40,0.0,70,0.0
"Subway 6"" Italian B.M.T.",410,20,46,16,5,8,1300,30,0.0,20,0.0
Subway Footlong Italian B.M.T.,820,40,92,32,10,16,2600,60,0.0,40,0.0
"Subway 6"" Italian Hero",550,26,47,29,5,9,1470,40,0.0,20,0.0
Subway Footlong Italian Hero,1100,52,94,58,10,18,2940,80,0.0,40,0.0
"Subway 6"" Meatball Marinara",480,21,59,18,8,12,950,35,0.0,35,0.0
Subway Footlong Meatball Marinara,960,42,118,36,16,24,1900,70,0.0,70,0.0
"Subway 6"" Oven Roasted Chicken",320,23,47,5,5,8,640,30,0.0,30,0.0
Subway Footlong Oven Roasted Chicken,640,46,44,10,10,16,1280,60,0.0,60,0.0
Subway Kids Mini Sub Roast Beef,200,14,30,3,4,5,390,20,0.0,15,0.0
"Subway 6"" Roast Beef",320,24,45,5,5,7,700,30,0.0,20,0.0
Subway Footlong Roast Beef,640,48,90,10,10,14,1400,60,0.0,40,0.0
"Subway 6"" Rotisserie Style Chicken",350,29,44,6,5,7,540,30,0.0,20,0.0
Subway Footlong Rotisserie Style Chicken,700,58,88,12,10,14,1080,60,0.0,40,0.0
"Subway 6"" Spicy Italian",480,20,46,24,5,8,1520,30,0.0,20,0.0
Subway Footlong Spicy Italian,960,40,92,48,10,16,3040,60,0.0,40,0.0
"Subway 6"" Steak and Cheese",380,26,48,10,5,8,1060,40,0.0,20,0.0
Subway Footlong Steak and Cheese,760,52,96,20,10,16,2120,80,0.0,40,0.0
"Subway 6"" Subway Club",310,23,46,5,5,7,880,30,0.0,20,0.0
Subway Footlong Subway Club,620,46,92,10,10,14,1760,60,0.0,40,0.0
"Subway 6"" Subway Melt (includes cheese)",370,23,47,11,5,8,1210,40,0.0,20,0.0
Subway Footlong Subway Melt (includes cheese),740,46,94,22,10,16,1420,80,0.0,40,0.0
"Subway 6"" Subway Seafood Sensation",420,13,51,19,5,8,690,35,0.0,20,0.0
Subway Footlong Subway Seafood Sensation,840,26,102,38,10,16,1380,70,0.0,40,0.0
"Subway 6"" Sweet Onion Chicken Teriyaki",380,26,59,5,5,18,900,35,0.0,30,0.0
Subway Footlong Sweet Onion Chicken Teriyaki,760,52,118,10,10,36,1800,70,0.0,60,0.0
"Subway 6"" Tuna",470,20,44,24,5,6,620,30,0.0,20,0.0
Subway Footlong Tuna,940,40,88,48,10,12,1240,60,0.0,40,0.0
"Subway 6"" Turkey & Bacon Avocado",390,22,49,13,8,7,860,30,0.0,200,0.0
Subway Footlong Turkey & Bacon Avocado,780,44,98,26,16,14,1720,60,0.0,400,0.0
Subway Kids Mini Sub Turkey Breast,180,10,30,2,3,5,380,20,0.0,15,0.0
"Subway 6"" Turkey Breast",280,18,46,4,5,7,810,30,0.0,20,0.0
Subway Footlong Turkey Breast,560,36,92,8,10,14,1620,60,0.0,40,0.0
"Subway 6"" Turkey Breast & Ham",280,18,46,4,5,8,820,30,0.0,20,0.0
Subway Footlong Turkey Breast & Ham,560,36,92,8,10,16,1640,60,0.0,40,0.0
"Subway 6"" Turkey Italiano Melt (with Provolone)",490,24,47,24,5,8,1480,45,0.0,20,0.0
Subway Footlong Turkey Italiano Melt (with Provolone),980,48,94,48,10,16,2960,90,0.0,40,0.0
Subway Kids Mini Sub Veggie Delite,150,6,29,2,3,4,190,20,0.0,15,0.0
"Subway 6"" Veggie Delite",230,8,44,3,5,6,310,30,0.0,20,0.0
Subway Footlong Veggie Delite,460,16,88,6,10,12,620,60,0.0,40,0.0
"Subway 6"" Veggie Patty",390,23,56,7,8,8,800,35,0.0,20,0.0
Subway Footlong Veggie Patty,780,46,112,14,16,16,1600,70,0.0,20,0.0
Subway Autumn Carved Turkey Salad,300,25,26,9,3,22,1120,15,0.0,40,0.0
Subway B.L.T. Salad,150,10,10,8,4,5,420,6,0.0,50,0.0
Subway Big Hot Pastrami Melt Salad,400,23,12,29,4,4,1250,10,0.0,70,0.0
Subway Big Philly Cheesesteak Salad,330,32,17,16,5,6,1080,25,0.0,50,0.0
Subway Black Forest Ham Salad,110,12,11,3,4,6,590,4,0.0,45,0.0
Subway Buffalo Chicken Salad (with Ranch dressing),360,20,13,26,4,6,1100,8,0.0,60,0.0
Subway Carved Turkey & Bacon w/ Cheese Salad,280,28,11,12,4,5,1320,15,0.0,50,0.0
Subway Carved Turkey Salad,150,19,8,4,3,3,680,6,0.0,40,0.0
Subway Chicken & Bacon Ranch Melt Salad (includes Ranch dressing),510,30,14,38,4,7,1040,30,0.0,60,0.0
Subway Cold Cut Combo Salad,180,12,12,11,4,5,820,10,0.0,50,0.0
Subway Double Chicken Salad,220,36,10,5,4,4,490,8,0.0,60,0.0
Subway Italian B.M.T.® Salad,230,14,12,15,4,6,1060,6,0.0,50,0.0
Subway Italian Hero Salad,230,14,13,15,4,8,1060,4,0.0,60,0.0
Subway Meatball Marinara Salad,310,16,25,17,6,10,720,10,0.0,70,0.0
Subway Oven Roasted Chicken Salad,140,19,10,3,4,4,280,8,0.0,60,0.0
Subway Roast Beef Salad,140,18,10,4,4,5,450,4,0.0,45,0.0
Subway Spicy Italian Salad,310,15,11,23,4,6,1280,8,0.0,50,0.0
Subway Steak & Cheese Salad,210,20,14,8,4,6,830,15,0.0,50,0.0
Subway Subway Club Salad,140,17,11,4,4,5,640,6,0.0,45,0.0
Subway Subway Melt® Salad,200,18,13,10,4,6,910,15,0.0,50,0.0
Subway Sweet Onion Chicken Teriyaki Salad,200,20,24,3,4,16,660,6,0.0,50,0.0
Subway Tuna Salad,310,15,10,24,4,4,370,6,0.0,50,0.0
Subway Turkey Breast & Ham Salad,110,12,11,3,4,5,580,6,0.0,45,0.0
Subway Turkey Breast Salad,110,12,11,2,4,5,570,6,0.0,45,0.0
Subway Veggie Delite Salad,50,3,9,1,4,4,65,4,0.0,45,0.0
Subway Chipotle Southwest Steak & Cheese Wrap,760,43,65,37,4,7,2250,30,0.0,45,0.0
Subway Rotisserie-Style Chicken Caesar Wrap,730,55,53,34,3,4,1900,45,0.0,8,0.0
"Subway Turkey, Bacon & Guacamole Wrap",810,43,62,42,3,6,2970,30,0.0,30,0.0
Subway Cheese & Veggies Pizza,740,36,100,25,5,9,1270,60,0.0,30,0.0
Subway Cheese Pizza,680,32,96,22,4,7,1070,45,0.0,4,0.0
Subway Pepperoni Pizza,790,38,96,32,4,8,1350,60,0.0,4,0.0
Subway Sausage Pizza,820,39,97,34,4,8,1420,60,0.0,4,0.0
Taco Bell 1/2 lb.* Cheesy Potato Burrito,540,19,59,26,7,4,1360,NA,0.0,NA,0.0
Taco Bell 1/2 lb.* Combo Burrito,460,21,53,18,9,3,1320,NA,0.0,NA,0.0
Taco Bell 7-Layer Burrito,510,16,68,19,11,4,1090,NA,0.0,NA,0.0
Taco Bell Bean Burrito,370,13,56,11,9,3,960,NA,0.0,NA,0.0
Taco Bell Beefy 5-Layer Burrito,550,19,68,22,8,5,1270,NA,0.0,NA,0.0
Taco Bell Beefy Fritos® Burrito,440,13,55,18,4,3,1030,NA,0.0,NA,0.0
Taco Bell Black Bean Burrito,410,14,62,12,8,3,1100,NA,0.0,NA,0.0
Taco Bell Burrito Supreme® – Beef,420,16,53,16,8,5,1090,NA,0.0,NA,0.0
Taco Bell Burrito Supreme® - Chicken,390,19,52,12,7,5,1050,NA,0.0,NA,0.0
Taco Bell Burrito Supreme® - Steak,390,17,52,13,7,5,1090,NA,0.0,NA,0.0
Taco Bell Cantina Power Burrito - Chicken,760,32,96,27,12,7,1960,NA,0.0,NA,0.0
Taco Bell Cantina Power Burrito - Steak,780,33,98,28,13,7,1900,NA,0.0,NA,0.0
Taco Bell Cantina Power Burrito - Veggie,740,20,107,26,17,8,1750,NA,0.0,NA,0.0
Taco Bell Cheesy Bean and Rice Burrito,420,11,55,17,6,4,930,NA,0.0,NA,0.0
Taco Bell Chili Cheese Burrito,380,16,41,17,5,2,930,NA,0.0,NA,0.0
Taco Bell Chicken Crunchy Cheesy Core Burrito,610,25,74,24,5,5,1510,35,0.0,4,0.0
Taco Bell Steak Crunchy Cheesy Core Burrito,610,25,75,24,5,5,1520,40,0.0,4,0.0
Taco Bell Beef Crunchy Cheesy Core Burrito,630,22,76,26,7,5,1530,35,0.0,4,0.0
Taco Bell Loaded Taco Burrito,550,20,52,29,7,4,1130,20,0.0,6,0.0
Taco Bell Chicken Quesarito,620,24,64,30,4,4,1440,NA,0.0,NA,0.0
Taco Bell Steak Quesarito,630,25,64,31,3,4,1410,NA,0.0,NA,0.0
Taco Bell Beef Quesarito,650,22,65,34,6,5,1450,NA,0.0,NA,0.0
Taco Bell Shredded Chicken Burrito,400,16,45,18,3,3,960,NA,0.0,NA,0.0
Taco Bell Smothered Burrito - Beef,710,28,70,35,10,4,2260,NA,0.0,NA,0.0
Taco Bell Smothered Burrito - Shredded Chicken,650,34,67,28,8,4,2230,NA,0.0,NA,0.0
Taco Bell Smothered Burrito - Steak,670,35,68,29,7,4,2080,NA,0.0,NA,0.0
Taco Bell Chicken Spicy Cheesy Core Burrito,540,24,66,20,5,5,1740,35,0.0,8,0.0
Taco Bell Steak Spicy Cheesy Core Burrito,550,24,66,21,5,5,1750,35,0.0,6,0.0
Taco Bell Beef Spicy Cheesy Core Burrito,570,22,68,23,7,5,1760,35,0.0,6,0.0
Taco Bell Triple Melt Burrito,410,15,50,16,4,3,1030,20,0.0,2,0.0
Taco Bell XXL Grilled Stuft Burrito - Beef,880,31,94,42,12,6,2020,NA,0.0,NA,0.0
Taco Bell XXL Grilled Stuft Burrito - Chicken,830,37,91,35,10,6,1940,NA,0.0,NA,0.0
Taco Bell XXL Grilled Stuft Burrito - Steak,820,33,91,36,10,7,2020,NA,0.0,NA,0.0
Taco Bell Chicken Soft Taco,170,12,18,6,1,1,460,NA,0.0,NA,0.0
Taco Bell Cool Ranch® Doritos® Double Decker® Taco,320,13,36,14,6,2,770,NA,0.0,NA,0.0
Taco Bell Cool Ranch® Doritos® Locos Taco,160,8,13,10,2,1,350,NA,0.0,NA,0.0
Taco Bell Cool Ranch® Doritos® Locos Taco Supreme,200,9,15,12,3,3,370,NA,0.0,NA,0.0
Taco Bell Crunchy Taco,170,8,12,10,3,1,290,NA,0.0,NA,0.0
Taco Bell Crunchy Taco Supreme®,200,9,15,12,3,2,320,NA,0.0,NA,0.0
Taco Bell Double Decker® Taco,320,13,37,14,7,2,640,NA,0.0,NA,0.0
Taco Bell DOUBLE DECKER® Taco Supreme®,350,14,40,16,7,3,670,NA,0.0,NA,0.0
Taco Bell Spicy Sweet Double Stacked Taco,340,12,32,18,4,6,640,15,0.0,2,0.0
Taco Bell Cool Ranch Habanero Double Stacked Taco,350,13,30,20,4,3,630,20,0.0,2,0.0
Taco Bell Nacho Crunch Double Stacked Taco,380,13,39,19,5,2,650,20,0.0,2,0.0
Taco Bell Fiery Doritos® Double Decker® Taco,320,14,36,13,7,2,770,NA,0.0,NA,0.0
Taco Bell Fiery Doritos® Locos Taco,170,8,12,10,3,1,370,NA,0.0,NA,0.0
Taco Bell Fiery Doritos® Locos Taco Supreme,200,9,15,12,3,2,390,NA,0.0,NA,0.0
Taco Bell Grilled Steak Soft Taco,250,11,19,14,2,2,550,NA,0.0,NA,0.0
Taco Bell Nacho Cheese Doritos® Double Decker® Taco,320,14,36,13,7,2,760,NA,0.0,NA,0.0
Taco Bell Nacho Cheese Doritos® Locos Tacos,170,8,13,9,2,1,340,NA,0.0,NA,0.0
Taco Bell Nacho Cheese Doritos® Locos Tacos Supreme,200,9,15,11,3,2,370,NA,0.0,NA,0.0
Taco Bell Soft Taco Supreme® – Beef,230,10,22,11,3,3,530,NA,0.0,NA,0.0
Taco Bell Soft Taco-Beef,200,10,19,9,3,1,510,NA,0.0,NA,0.0
Taco Bell Spicy Potato Soft Taco,250,6,28,13,3,1,510,NA,0.0,NA,0.0
Taco Bell Chalupa Supreme® - Chicken,340,16,29,18,3,4,530,NA,0.0,NA,0.0
Taco Bell Chalupa Supreme® - Steak,340,14,29,18,3,4,570,NA,0.0,NA,0.0
Taco Bell Chalupa Supreme®–Beef,370,13,31,21,4,4,570,NA,0.0,NA,0.0
Taco Bell Double Chalupa,600,21,50,35,6,5,1010,15,0.0,4,0.0
Taco Bell Wild Naked Chicken Chalupa,420,19,23,28,4,2,1070,6,0.0,4,0.0
Taco Bell Mild Naked Chicken Chalupa,440,20,22,30,3,1,1090,6,0.0,4,0.0
Taco Bell Spicy Double Chalupa,600,21,52,35,7,5,1240,15,0.0,8,0.0
Taco Bell Fresco Bean Burrito,350,11,57,9,9,3,950,NA,0.0,NA,0.0
Taco Bell Fresco Burrito Supreme® – Chicken,340,17,50,8,7,4,1020,NA,0.0,NA,0.0
Taco Bell Fresco Burrito Supreme® – Steak,340,15,50,9,7,4,1060,NA,0.0,NA,0.0
Taco Bell Fresco Chicken Soft Taco,150,11,18,4,2,2,460,NA,0.0,NA,0.0
Taco Bell Fresco Crunchy Taco,140,6,13,8,3,1,290,NA,0.0,NA,0.0
Taco Bell Fresco Grilled Steak Soft Taco,150,9,19,4,2,2,500,NA,0.0,NA,0.0
Taco Bell Fresco Soft Taco,170,8,20,7,3,2,500,NA,0.0,NA,0.0
Taco Bell Cheesy Gordita Crunch,490,20,39,29,5,6,810,NA,0.0,NA,0.0
Taco Bell Doritos® Cheesy Gordita Crunch - Cool Ranch,490,20,40,28,5,5,890,NA,0.0,NA,0.0
Taco Bell Doritos® Cheesy Gordita Crunch - Fiery,490,20,40,28,5,4,890,NA,0.0,NA,0.0
Taco Bell Doritos® Cheesy Gordita Crunch - Nacho Cheese,490,20,40,28,5,5,880,NA,0.0,NA,0.0
Taco Bell Double Cheesy Gordita Crunch,570,25,44,32,7,5,1110,30,0.0,2,0.0
Taco Bell Gordita Supreme® – Beef,300,13,31,14,4,6,550,NA,0.0,NA,0.0
Taco Bell Gordita Supreme® - Chicken,270,16,29,10,2,6,510,NA,0.0,NA,0.0
Taco Bell Gordita Supreme® - Steak,270,14,29,11,2,6,550,NA,0.0,NA,0.0
Taco Bell Nacho Fries Bellgrande,710,13,73,41,10,4,1420,8,0.0,4,0.0
Taco Bell Nachos BellGrande®,760,18,82,39,13,5,1100,NA,0.0,NA,0.0
Taco Bell Nachos Supreme,430,12,44,23,7,3,690,NA,0.0,NA,0.0
Taco Bell Triple Layer Nachos,320,7,41,15,6,2,600,NA,0.0,NA,0.0
Taco Bell Triple Melt Nachos,260,10,19,16,3,1,550,10,0.0,0,0.0
Taco Bell Beefy Cheddar Crunchwrap Slider,410,14,46,19,4,3,960,NA,0.0,NA,0.0
Taco Bell Beefy Mini Quesadilla,210,9,17,12,3,1,560,NA,0.0,NA,0.0
Taco Bell Beefy Nacho Griller,420,12,49,19,5,3,870,NA,0.0,NA,0.0
Taco Bell BLT Crunchwrap Slider,430,12,43,23,3,4,900,NA,0.0,NA,0.0
Taco Bell Cantina Power Bowl - Chicken,560,26,64,22,9,4,1520,NA,0.0,NA,0.0
Taco Bell Cantina Power Bowl - Steak,580,27,66,23,10,4,1460,NA,0.0,NA,0.0
Taco Bell Cantina Power Bowl - Veggie,540,14,75,21,14,4,1310,NA,0.0,NA,0.0
Taco Bell Cheese Quesadilla,480,19,40,27,4,3,1000,NA,0.0,NA,0.0
Taco Bell Cheese Roll-Up,190,9,18,9,2,1,450,NA,0.0,NA,0.0
Taco Bell Chicken Quesadilla,520,27,41,28,4,3,1210,NA,0.0,NA,0.0
Taco Bell Chickstar,620,17,53,37,4,4,1290,15,0.0,6,0.0
Taco Bell Chili Cheese Burrito,380,16,41,17,5,2,930,NA,0.0,NA,0.0
Taco Bell Chipotle Crispy Chicken Griller,290,9,22,18,1,1,640,NA,0.0,NA,0.0
Taco Bell Crispy Chicken Quesadilla,650,26,51,37,5,3,1480,45,0.0,2,0.0
Taco Bell Crunchwrap Supreme®,540,16,71,21,7,7,1110,NA,0.0,NA,0.0
Taco Bell Double Tostada,270,12,32,11,8,2,650,NA,0.0,NA,0.0
Taco Bell Express Taco Salad w/ Chips,580,23,59,29,8,7,1270,NA,0.0,NA,0.0
Taco Bell Loaded Potato Griller,470,13,55,22,4,5,1120,NA,0.0,NA,0.0
Taco Bell Mexican Pizza,540,20,47,31,7,2,860,NA,0.0,NA,0.0
Taco Bell MexiMelt®,270,14,21,14,3,2,740,NA,0.0,NA,0.0
Taco Bell Steak Quesalupa,440,22,36,23,3,3,840,35,0.0,6,0.0
Taco Bell Chicken Quesalupa,440,22,37,23,3,3,840,35,0.0,8,0.0
Taco Bell Beef Quesalupa,460,19,38,26,4,3,890,35,0.0,6,0.0
Taco Bell Shredded Chicken Mini Quesadilla,180,12,15,8,2,1,540,NA,0.0,NA,0.0
Taco Bell Spicy Chicken Crunchwrap Slider,400,15,42,20,3,3,900,NA,0.0,NA,0.0
Taco Bell Spicy Tostada,200,7,22,10,4,1,440,NA,0.0,NA,0.0
Taco Bell Stacker,390,18,39,18,4,3,1050,30,0.0,2,0.0
Taco Bell Steak Quesadilla,520,25,41,28,4,3,1250,NA,0.0,NA,0.0
Taco Bell Original Triple Double Crunchwrap,700,23,85,30,9,7,1550,25,0.0,6,0.0
Taco Bell Spicy Triple Double Crunchwrap,780,23,87,38,9,8,1850,25,0.0,10,0.0
Taco Bell Express Taco Salad w/ Chips,580,23,59,29,8,7,1270,NA,0.0,NA,0.0
Taco Bell Fiesta Taco Salad-Beef,780,26,74,42,11,7,1340,NA,0.0,NA,0.0
Taco Bell Fiesta Taco Salad-Chicken,720,32,70,35,8,8,1260,NA,0.0,NA,0.0
Taco Bell Fiesta Taco Salad-Steak,720,28,70,36,8,8,1340,NA,0.0,NA,0.0
California Burrito BBQ Chicken Bowl (Mini),570,36,77,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito BBQ Chicken Bowl (Regular),719,41,98,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito BBQ Paneer Bowl (Mini),644,31,78,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito BBQ Paneer Bowl (Regular),792,36,99,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Chili Chipotle Chicken Bowl (Mini),577,37,77,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Chili Chipotle Chicken Bowl (Regular),725,42,98,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Crispy Mushroom Bowl (Mini),594,19,87,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Crispy Mushroom Bowl (Regular),742,24,108,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Crispy Peri Peri Chicken Bowl (Mini),600,35,83,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Crispy Peri Peri Chicken Bowl (Regular),749,40,104,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Fajita Veg Bowl (Mini),433,14,65,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Fajita Veg Bowl (Regular),582,19,85,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Mexican Paneer Bowl (Mini),644,31,77,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Mexican Paneer Bowl (Regular),792,36,98,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Peri Peri Potato Bowl (Mini),587,19,93,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Peri Peri Potato Bowl (Regular),735,24,114,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Grilled Barbeque Chicken Pro Bowl (Pro Bowl),488,29,50,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Mexican Paneer Pro Bowl (Pro Bowl),555,23,51,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Crispy Mushroom Bowl (Vegan),656,20,105,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Peri Peri Potato Bowl (Vegan),649,20,111,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito BBQ Chicken Burrito (Mini),677,39,92,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito BBQ Chicken Burrito (Regular),793,43,105,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito BBQ Paneer Burrito (Mini),656,31,93,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito BBQ Paneer Burrito (Regular),750,41,115,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Chili Chipotle Chicken Burrito (Mini),683,39,92,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Chili Chipotle Chicken Burrito (Regular),800,44,104,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Crispy Mushroom Burrito (Mini),700,22,102,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Crispy Mushroom Burrito (Regular),816,26,115,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Crispy Peri Peri Chicken Burrito (Mini),707,38,98,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Crispy Peri Peri Chicken Burrito (Regular),823,42,111,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Fajita Veg Burrito (Mini),540,15,80,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Fajita Veg Burrito (Regular),656,20,105,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Mexican Paneer Burrito (Mini),750,33,92,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Mexican Paneer Burrito (Regular),867,38,105,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Peri Peri Potato Burrito (Mini),693,22,108,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Peri Peri Potato Burrito (Regular),810,26,121,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Crispy Mushroom Burrito (Vegan),730,22,112,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Peri Peri Potato Burrito (Vegan),723,22,118,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito BBQ Chicken Salad (Mini),362,31,38,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito BBQ Chicken Salad (Regular),459,35,50,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito BBQ Paneer Salad (Mini),436,26,39,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito BBQ Paneer Salad (Regular),533,29,51,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Chili Chipotle Chicken Salad (Mini),369,32,38,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Chili Chipotle Chicken Salad (Regular),466,35,49,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Crispy Mushroom Salad (Mini),385,14,48,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Crispy Mushroom Salad (Regular),482,18,59,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Crispy Peri Peri Chicken Salad (Mini),392,30,45,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Crispy Peri Peri Chicken Salad (Regular),489,34,56,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Fajita Veg Salad (Mini),225,14,43,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Fajita Veg Salad (Regular),322,18,54,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Mexican Paneer Salad (Mini),436,26,38,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Mexican Paneer Salad (Regular),533,29,50,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Peri Peri Potato Salad (Mini),379,14,54,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Peri Peri Potato Salad (Regular),476,18,65,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Grilled Barbeque Chicken Pro Salad (Pro Salad),390,30,29,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Mexican Paneer Pro Salad (Pro Salad),457,24,30,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Crispy Mushroom Salad (Vegan),398,14,57,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Peri Peri Potato Salad (Vegan),391,14,63,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito 7 Layer Chicken Taco (1 Taco),223,12,28,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito 7 Layer Veg Taco (1 Taco),180,7,30,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito BBQ Chicken Taco (1 Taco),246,13,32,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito BBQ Chicken Taco - Crunchy (1 Taco),284,14,34,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito BBQ Paneer Taco (1 Taco),271,12,32,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito BBQ Paneer Taco - Crunchy (1 Taco),309,12,34,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Chili Chipotle Chicken Taco (1 Taco),248,14,31,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Chili Chipotle Chicken Taco - Crunchy (1 Taco),286,14,33,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Chipotle Crispy Chicken Taco (1 Taco),230,12,30,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Chipotle Potato Taco (1 Taco),226,7,33,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Crispy Mushroom Taco (1 Taco),254,8,35,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Crispy Mushroom Taco - Crunchy (1 Taco),292,8,37,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Crispy Peri Peri Chicken Taco (1 Taco),256,13,34,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Crispy Peri Peri Chicken Taco - Crunchy (1 Taco),294,14,36,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Fajita Veg Taco (1 Taco),200,8,33,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Fajita Veg Taco - Crunchy (1 Taco),238,8,35,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Mexican Paneer Taco (1 Taco),271,12,32,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Mexican Paneer Taco - Crunchy (1 Taco),309,12,34,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Peri Peri Potato Taco (1 Taco),252,8,37,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito Peri Peri Potato Taco - Crunchy (1 Taco),290,8,39,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito BBQ Chicken Tacos (3 Tacos),738,40,95,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Burrito BBQ Chicken Tacos - Crunchy (3 Tacos),852,42,101,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
